Rowid_,VALUE_,COUNT_,FAOSOIL
,4003,103,Qc32-1ab
,4004,6,Lc88-1/2b
,4005,173,So2-3a
,4006,15,Lc50-2a
,4008,227,I-R-Xk-2b
,4009,4,Tm17-ab
,4010,313,Yh38-2b
,4011,151,Vp57-3a
,4012,1,Tv36-bc
,4013,252,Fr3-3a
,4014,6,Ao91-1/2a
,4015,16,Ws42-1/2b
,4016,43,Jc34-2a
,4017,149,Vp6-3a
,4018,11,Lf10-1ac
,4019,291,Lf5-2b
,4020,48,Fa10-3bc
,4021,445,Ql9-1a
,4022,6,I-2b
,4023,8,Je15-3a
,4024,260,Fa9-2a
,4025,69,Vp54-3a
,4026,365,Qc45-1/3a
,4027,412,Lk11-1/2a
,4028,212,Je13-a
,4029,5,Ne50-3b
,4030,12,Lo42-1a
,4031,11,Fr3-2ac
,4032,73,Ql25-1/2a
,4033,33,Vp56-3ab
,4034,26,Hl40-2bc
,4035,105,Ql2-1/2b
,4036,17,Af53-2c
,4037,845,Zo36-2a
,4038,3,Bh15-2b
,4039,66,Fr5-3a
,4040,89,Zo17-1/2a
,4041,517,Lk4-2ab
,4042,81,Bd4-3c
,4043,9,Rd38-1c
,4044,42,Bc47-3bc
,4045,841,Qf42-1b
,4046,26,Be94-3ac
,4047,74,Lc59-2/3a
,4048,27,So7-1/2a
,4049,17,Fa8-3ab
,4050,147,Bd1-3b
,4051,814,Yh35-2bc
,4052,25,Xh45-2a
,4053,56,Lf24-2a
,4054,654,Kl2-2a
,4055,1021,Lk12-1/2b
,4056,78,Ne11-3c
,4057,50,Hl3-3a
,4058,22,Lc3-3b
,4059,598,We6-2/3a
,4060,143,Ws46-1/2b
,4061,66,Tv6-c
,4062,69,Yh39-3a
,4063,658,I-Yh-c
,4064,244,Xk47-2b
,4065,8,Fo84-2/3b
,4066,14,Fx1-2a
,4067,148,Vc1-3b
,4068,7,I-Re-Tv-1c
,4069,144,Qc40-1a
,4070,61,Xk46-2ab
,4071,86,Re49-1bc
,4072,3,I-Lc-a
,4073,11,Je55-2a
,4074,35,Lk16-1/2b
,4075,1463,Yh32-2a
,4076,140,I-Yh-So-b
,4077,119,Fo9-2a
,4078,14,Yh2-1c
,4079,17,Rd36-1a
,4080,29,Nd58-2/3b
,4081,843,Yl2-2a
,4082,10,Ql17-1/2a
,4083,446,Qc44-1a
,4084,1,Hl44-3ab
,4085,445,Yh3-2a
,4086,72,Re72-1b
,4087,1089,Lk13-1/2ab
,4088,53,Qf1-1b
,4089,25,Qc33-1a
,4090,53,Xk39-2b
,4091,61,Lo2-2c
,4092,145,Ao6-3b
,4093,14,Gd3-3a
,4094,2,Zg11-2/3a
,4095,74,Yh1-1a
,4096,16,Qf10-1a
,4097,33,Hh15-3b
,4098,10,Qc36-1a
,4099,4,Lc46-1a
,4100,118,I-Bk-Rc-a
,4101,19,Xk44-1/2ab
,4102,17,Fo9-3a
,4103,48,Fo3-3b
,4104,292,Bc7-2bc
,4105,25,Ws30-1/2b
,4106,10,Ao3-2a
,4107,247,Yh5-1c
,4108,72,Yh36-2a
,4109,13,Vp59-3a
,4110,308,Ao19-2a
,4111,19,Re71-1ab
,4112,121,Ao1-1a
,4113,3,I-Qc
,4114,49,Lc94-1/2ab
,4115,37,Ao27-3b
,4116,44,Vp58-3bc
,4117,522,Qc42-1a
,4118,2172,So14-1/2ab
,4119,976,Xk42-1/2ab
,4120,771,Fr4-3b
,4121,16,Xk43-1/2a
,4122,276,Fr20-3bc
,4123,125,Lc68-2/3a
,4124,220,Lk8-1/2ab
,4125,498,Lc65-1/2ab
,4126,49,Lf15-2ab
,4127,9,Xh46-2b
,4128,122,Je9-3a
,4129,354,Vc53-3b
,4130,136,Ql20-1a
,4131,80,Wd7-2a
,4132,263,Ao7-2b
,4133,234,Bc19-2a
,4134,118,Lc3-2ab
,4135,21,Lk14-2c
,4136,1345,Je5-3a
,4137,120,Qc39-1a
,4138,98,I-R-Be-2c
,4139,81,Qa5-1a
,4140,5,Hh12-3a
,4141,30,Rc28-1b
,4142,35,So15-2b
,4143,15,Rc41-1a
,4144,8,Hh14-3a
,4145,356,Je4-3a
,4146,212,Ao20-2ab
,4147,203,Ws36-1b
,4148,4,Je57-2/3a
,4149,57,Fo3-3a
,4150,868,Fh1-3a
,4151,22,Be60-3b
,4152,69,We18-1/2a
,4153,61,Ao96-1/2b
,4154,234,Bh1-3ab
,4155,45,Bc22-3a
,4156,131,Ao69-1a
,4157,252,Lc64-2b
,4158,69,Je6-3a
,4159,5,Lk15-1/2a
,4160,41,Hl41-2b
,4161,3,Fr23-3b
,4162,23,Po23-1bc
,4163,167,Vp1-3b
,4164,1,Hh16-3b
,4165,18,Lo57-1/2b
,4166,543,Fh2-3a
,4167,5,Bc20-2a
,4168,181,Ao2-2b
,4169,13,Qc35-1a
,4170,310,Lc66-1a
,4171,151,Bh2-3ab
,4172,473,Hl2-3c
,4173,186,Wm4-2a
,4174,270,Yh33-2b
,4175,33,Lc65-1/2bc
,4176,17,Ne46-2/3ab
,4177,322,Qa7-1a
,4178,474,Lo43-2b
,4179,32,Ws15-1/2b
,4180,54,Lf93-1/2a
,4181,151,Qc43-1a
,4182,183,Kh2-2a
,4183,3,La33-1/2b
,4184,45,Lc92-2b
,4185,276,Vc40-3a
,4186,63,Yh34-2ab
,4187,185,Qc41-1a
,4188,1535,Yh4-1b
,4189,29,Ag11-2a
,4190,30,Qc54-1ab
,4191,215,Je11-3a
,4192,46,Lc5-2/3bc
,4193,143,Wm4-3a
,4194,166,Hl5-3a
,4195,1039,Xh5-1a
,4196,98,We2-3a
,4197,31,Yh1-2a
,4198,72,Po16-1b
,4199,134,Vc41-3a
,4200,508,Ws13-2ab
,4201,11,Lc61-2b
,4202,26,Lc82-1/2b
,4203,203,Be90-2c
,4204,492,Qf43-1b
,4205,155,We1-3a
,4206,203,Sm4-3a
,4207,662,Sm3-3a
,4208,14,Ws16-1/2c
,4209,470,I-Vp-a
,4210,31,I-R-Yh-2b
,4211,2749,Xk40-1/2b
,4212,218,Nd61-2/3c
,4213,329,Yl23-1b
,4214,89,Re7-1a
,4215,50,Rd32-1b
,4216,286,We9-2/3b
,4217,19,Hl43-2/3b
,4218,69,Be63-2/3b
,4219,34,Yl28-1a
,4220,310,I-Bc-L-2/3c
,4221,7,Ao5-2a
,4222,39,I-Rd-Qa-1a
,4223,591,Xk38-2b
,4224,117,Nd60-2/3b
,4225,6,Be91-2a
,4226,4,Rd37-1a
,4227,247,I-Bd-U-c
,4228,279,Wm1-3a
,4229,499,Vp2-3a
,4230,26,Xk1-2a
,4231,45,Ph10-1bc
,4232,21,Be64-1/2ab
,4233,18,Lf102-1b
,4234,13,Po22-1b
,4235,73,Ws38-1b
,4236,56,Kh3-2a
,4237,120,Ao4-2b
,4238,164,Wm2-3a
,4239,50,Lk10-1/2b
,4240,30,Wm2-2/3a
,4241,13,We3-3a
,4242,14,Ws28-1b
,4243,208,We5-2a
,4244,358,Hl7-3a
,4245,29,Sm1-3a
,4246,77,Lk11-1/2b
,4247,103,Vp3-3a
,4248,8,Lc90-2b
,4249,123,Nd2-3c
,4250,60,Lc91-1/2b
,4251,40,Lc5-3a
,4252,100,Ph4-1ab
,4253,8,Kh28-2b
,4254,90,So26-1a
,4255,173,Ws24-1b
,4256,212,So21-1/2b
,4257,77,Lc83-1/2b
,4258,22,Fo9-2/3bc
,4259,196,Hl1-2a
,4260,33,Lk9-1/2a
,4261,777,Re5-1b
,4262,590,Hl1-3a
,4263,178,Ws22-1/2b
,4264,111,Ws35-1/2b
,4265,155,Hl10-2a
,4266,97,Ws19-1/2b
,4267,115,Lo2-2b
,4268,51,Lo3-2a
,4269,95,Ws43-1/2a
,4270,96,Qc51-1b
,4271,485,Lc62-2bc
,4272,135,So27-1a
,4273,77,Hl18-a
,4274,138,Re73-1b
,4275,190,I-Hl-bc
,4276,189,Lc67-2b
,4277,24,Fr27-2b
,4278,74,Hl16-3a
,4279,1206,Hh1-2a
,4280,56,We2-2a
,4281,177,Ao97-1c
,4282,70,Gm1-3a
,4283,178,Je3-3a
,4284,22,Ws26-1b
,4285,40,Ws38-1a
,4286,77,Hl21-3a
,4287,80,Ph7-1b
,4288,57,Lc93-1/2b
,4289,125,Hl4-2a
,4290,62,Qa8-1ab
,4291,10,Lc89-2b
,4292,229,Hl8-3a
,4293,33,Xk41-2b
,4294,162,Vp4-3a
,4295,116,Ws44-1/2b
,4296,13,We3-2a
,4297,8,Lc4-3a
,4298,101,Lc80-1/2b
,4299,56,Re70-1b
,4300,111,So27-1b
,4301,22,Po17-1a
,4302,66,Lf98-1/2b
,4303,15,Ag8-2a
,4304,84,Ws27-1a
,4305,30,Fx35-2c
,4306,25,Ws41-1/2b
,4307,2,Po18-1b
,4308,20,Lf99-1/2b
,4309,19,Kk15-2a
,4310,18,Qa11-1a
,4311,20,Ws25-1a
,4312,187,Zg2-3a
,4313,9,Qc53-1b
,4314,75,Hl38-2bc
,4315,3,Ah19-3b
,4316,16,Xk50-2b
,4317,12,Po26-1ab
,4318,20,Xk49-2a
,4319,29,Re67-1b
,4320,199,Sm2-3a
,4321,57,Lf100-1/2b
,4322,123,Wm3-3a
,4323,110,Sm5-3a
,4324,7,Lo54-1/2b
,4325,7,Hh1-3a
,4326,238,Hh2-1b
,4327,25,So28-1b
,4328,6,Be95-3c
,4329,14,Ao1-3c
,4330,916,Xk3-1a
,4331,4,Fo100-3ab
,4332,85,Ao98-3c
,4333,127,Po19-1b
,4334,327,I-Yh-Re-c
,4335,10,Ah20-3c
,4336,71,Bh19-2c
,4337,56,Gc1-3a
,4338,12,Bd43-1ab
,4339,7,Ws37-1b
,4340,9,We7-3a
,4341,22,Be96-3c
,4342,43,Tv1-c
,4343,29,Vp43-3a
,4344,5,To19-2ab
,4345,5,Ah21-3c
,4346,136,Hl14-3a
,4347,16,Ao99-3bc
,4348,3773,Yl1-2a
,4349,124,Wm7-3a
,4350,7,So25-1/2a
,4351,152,Bd6-3b
,4352,3,Bd44-1ab
,4353,2,Ah1-3a
,4354,67,To20-2bc
,4355,31,So20-2b
,4356,11,Gh19-2/3a
,4357,4,Jd8-2a
,4358,41,Bd45-3c
,4359,24,Ws23-1a
,4360,68,Bd5-3c
,4361,20,Lk6-1/2b
,4362,94,Bd46-2c
,4363,145,Tv2-1ab
,4364,11,Ge1-3a
,4365,31,Hl42-2ab
,4366,11,Je82-2a
,4367,5,Od16-2a
,4368,24,Re74-1bc
,4369,158,Tv19-1c
,4370,7,Gh17-3a
,4371,5,Po21-1b
,4372,226,Th5-c
,4373,27,Lo56-1/2c
,4374,5,Lf101-1a
,4375,111,Bd47-2c
,4376,1,Ne60-2/3b
,4377,43,Th4-2ab
,4378,373,Be6-1b
,4379,24,Lo35-2bc
,4380,239,Be5-3c
,4381,54,Bd48-2c
,4382,30,Bd49-2abc
,4383,63,Gh1-a
,4384,28,Lo61-2/3c
,4385,19,Lg22-2a
,4386,33,Bd2-3bc
,4387,8,Re75-1ab
,4388,1,Ph3-1b
,4389,19,Je83-2a
,4390,59,Bd50-2c
,4391,220,Bd53-1/2c
,4392,32,Bd55-2c
,4393,10,Lo62-2bc
,4394,21,Ao100-2bc
,4395,124,We19-1/2b
,4396,41,Bh20-2a
,4397,112,Bc29-2c
,4398,14,Be97-2bc
,4399,52,Bd54-1ab
,4400,226,Bd52-1/2c
,4401,75,Ph11-1c
,4402,4,Ph2-1b
,4403,39,Lf103-1c
,4404,311,I-Po-Bd-1/2c
,4405,32,Be98-2bc
,4406,123,Bd5-c
,4407,42,Ag12-2b
,4408,11,Bd56-2c
,4409,12,Od17-a
,4410,32,Bd52-2ab
,4411,71,Be1-2abc
,4412,32,Lg38-2bc
,4413,12,Lk18-2a
,4414,14,Lo63-1/2bc
,4415,56,Bd3-2bc
,4416,59,Bd51-2abc
,4417,73,Ag13-2b
,4418,149,O1-b
,4419,49,Ag14-2ab
,4420,335,I-O-Ph-c
,4421,959,I-Ph-U-c
,4422,7,Po11-1bc
,4423,20,Pp2-2bc
,4424,142,Be1-3c
,4425,51,Je10-3a
,4426,177,Hl7-2bc
,4427,91,O2-b
,4428,111,Ph1-1b
,4429,57,O3-b
,4430,351,U2-b
,4431,102,Ph8-1b

