Latitude,Longitude,MAT,MAP
65.75,-126.25,-7.96,294.04
53.25,-107.75,-0.16,395.94
53.25,107.75,-0.97,294.4
65.75,126.25,-12.13,326.62
-87.25,-18.75,-45.61,25.36
-87.25,18.75,-48.64,13.01
-75.75,-85.25,-23.37,202.6
-75.75,85.25,-47.24,72.65
-19.75,-47.75,21.42,1577.24
19.75,47.75,28.84,111.3
-19.75,47.75,16.46,1394.9
76.25,-122.25,-18,104.68
-76.25,-122.25,-27.05,408.76
-76.25,122.25,-51.16,52.46
60.75,-159.75,-4.53,376.89
66.25,-92.25,-14.45,230.18
36.25,-109.25,8.69,247.88
36.25,109.25,9.51,559.34
61.25,-120.75,-3.53,358.38
62.75,-98.25,-9.99,286.01
62.75,98.25,-10.61,417.45
66.75,-143.25,-7.49,201.7
66.75,143.25,-15.04,207.12
-23.75,136.75,23.96,266.32
67.75,52.25,-3.76,428.08
-67.75,52.25,-20.95,682.22
-6.75,-38.75,26.38,839.32
6.75,38.75,14.52,1103.11
-6.75,38.75,25.85,1099.21
-88.75,-121.75,-48.68,11.16
-88.75,121.75,-49.85,10.67
22.75,78.75,25.78,1290.15
-32.25,23.75,15.79,304.59
60.75,94.25,-4.58,527.22
47.25,-66.75,1.83,1080.42
-47.25,-66.75,9.32,206.42
47.25,66.75,6.07,167.42
-27.25,143.75,21.99,313.13
6.75,31.25,27.54,835.06
-6.75,31.25,30.84,1018.67
61.25,120.75,-6.46,323.13
46.75,126.75,1.99,530.54
32.25,-106.75,16.58,235.72
32.25,106.75,15.27,1054.02
37.75,-109.75,7.2,291.79
69.25,-96.75,-14.44,157.71
74.75,-32.25,-23.24,229.52
-74.75,32.25,-41.62,184.18
69.25,96.75,-18.53,331.18
-69.25,96.75,-35.39,549.06
37.75,109.75,8.82,441.49
46.25,-66.75,4.18,1077.94
46.25,66.75,9.04,125.53
72.25,103.75,-13.1,226.57
-72.25,103.75,-41.16,288.06
65.75,-90.75,-13.04,251.3
65.75,90.75,-9.03,506.44
-6.75,-44.75,25.56,1259.59
6.75,44.75,26.22,398.11
78.75,-81.75,-18.54,121.98
-89.75,-20.25,-48.93,6.65
32.75,-110.75,17.23,477.08
-83.25,-54.25,-29.3,174.16
-83.25,54.25,-54.71,20.04
10.25,26.25,27.36,545.95
-10.25,26.25,19.5,1255.36
70.75,152.25,-14.71,159.03
-70.75,152.25,-25.63,588.29
-14.25,-43.75,24.93,794.68
14.25,43.75,26.42,351.31
4.75,97.25,26.56,1672.94
-33.25,136.25,16.39,347.82
-21.25,126.75,26.48,400.85
24.25,-11.75,24.85,39.95
24.25,11.75,22.45,15.71
81.75,-49.25,-20.65,134.57
-81.75,49.25,-56.04,25.23
-89.75,-134.25,-49.07,7.24
-89.75,134.25,-49.37,7.02
-85.25,152.25,-44.81,86.97
24.25,75.75,25.84,803.7
-80.25,-14.75,-29.37,333.23
-80.25,14.75,-50.99,69
53.75,-130.25,7.34,2573.12
44.25,-88.75,7.3,778.34
33.75,51.25,10.08,136.54
44.25,88.75,7.25,190.3
-3.25,126.75,25.57,1733.92
53.75,130.25,-7.9,575.83
22.75,-101.25,18.18,375.11
22.75,101.25,19.45,1627.15
61.25,88.25,-3.73,540.94
52.25,141.75,-1.64,581.84
78.25,-53.75,-26.17,104.75
-78.25,53.75,-53.89,44.41
-86.25,-66.75,-39.64,31.47
-86.25,66.75,-51.73,13.08
64.75,-131.75,-11.8,364.95
-79.75,-8.25,-32.39,340.57
-79.75,8.25,-48.83,107.02
64.75,131.75,-16.18,293.54
-88.25,-159.25,-49.67,19.88
-88.25,159.25,-50.2,18.44
-86.75,-148.25,-39.97,42.42
-86.75,148.25,-48.69,37.38
80.75,-33.25,-22.9,144.93
-80.75,-33.25,-20.8,292.82
0.75,14.75,24.23,1618.23
-0.75,14.75,23.78,1788.24
-80.75,33.25,-55.14,32.01
-84.25,-96.75,-34.58,42.4
-84.25,96.75,-52.61,21
78.75,-67.75,-14.33,109.63
-78.75,-67.75,-20.13,290.12
-78.75,67.75,-53.36,35.11
-73.25,146.75,-35.24,461.26
72.25,-117.75,-12.65,153.97
72.25,117.75,-14.68,200.06
38.25,29.25,14.58,556.57
65.25,-126.25,-10.05,295.13
65.25,126.25,-10.71,328.41
55.75,136.25,-4.98,654.06
-17.75,-46.75,21.91,2280.58
17.75,46.75,28.43,163.86
14.25,29.75,27.6,239.51
-14.25,29.75,19.31,941.33
-89.75,-91.25,-48.93,7.05
66.75,158.75,-12.74,240.56
60.75,-94.75,-9.06,337.38
60.75,94.75,-4.52,503.77
24.75,114.75,19.5,1712.03
-24.75,114.75,22.8,230.16
18.75,-97.25,17.86,1638.79
18.75,97.25,24.57,2267.5
52.75,129.75,-3.91,560.59
-26.25,148.25,18.8,554.77
42.25,-3.25,5.27,539.14
-15.75,-55.75,25.72,1334.28
67.75,-149.75,-5.13,225.82
70.25,-81.25,-13.82,245.58
56.25,39.75,4.32,560.86
70.25,81.25,-10.52,361.61
-70.25,81.25,-25.03,209.17
67.75,149.75,-13.01,229.73
5.25,14.75,22.8,1474.64
-89.75,20.25,-49.14,6.4
-78.75,81.75,-52.35,33.76
-88.75,-44.25,-47.54,10.29
-88.75,44.25,-49.52,8.07
65.25,-108.75,-11.13,246.43
65.25,108.75,-11.55,310.54
16.75,-15.75,27.62,201.89
16.75,15.75,28.94,149.88
-16.75,15.75,23.09,595.34
-32.25,-70.25,-0.03,273.46
32.25,70.25,23.6,277.93
-81.25,-108.25,-29.53,90.69
-81.25,108.25,-53.29,26.82
-84.75,166.25,-35.98,140.83
65.25,32.25,0.64,542.09
31.75,106.25,16.36,1055.08
67.25,-103.75,-14.26,131.88
67.25,103.75,-12.95,269.88
-67.25,103.75,-20.79,495.65
59.25,52.75,1.21,612.91
67.75,-128.75,-7.99,265.81
-84.75,170.75,-39.74,148.96
78.75,-22.25,-16.79,153.02
-78.75,-22.25,-27.08,347.87
-78.75,22.25,-52.39,68.32
2.75,26.75,24.04,1947.59
-2.75,26.75,22.92,1908.39
-27.25,-70.25,11.87,63.39
27.25,70.25,27.24,141.07
-2.25,139.25,27.39,2468.98
10.25,29.25,29.04,694.99
-10.25,29.25,21.02,1300.94
47.75,30.75,8.99,503.05
-88.25,-81.25,-47.1,11.57
-88.25,81.25,-50.55,9.79
51.75,-105.75,2.23,377.11
51.75,105.75,0.48,487.77
69.25,178.25,-11.97,219.49
39.75,-78.75,11.43,951.34
-32.75,20.25,14.66,222.46
39.75,78.75,12.29,72.67
41.25,44.75,11.78,545.01
-5.25,14.75,23.63,1284.5
60.25,53.75,0.72,554.2
70.75,-51.25,-6.72,199.21
-70.75,51.25,-33.09,744.01
48.25,11.25,8.29,837.11
-81.25,-124.25,-25.19,63.16
62.75,26.75,2.46,610.26
-81.25,124.25,-49.88,43.95
-2.75,103.75,27.1,2520.38
-13.75,-72.25,13.3,775.42
-87.75,-24.75,-46.29,17.81
-87.75,24.75,-48.73,10.49
-9.75,-44.75,25.59,1064.85
9.75,44.75,21.34,367.97
-71.25,56.75,-32.8,595.39
72.25,-49.75,-18.54,224.84
-72.25,49.75,-37.08,703.76
81.25,-12.75,-15.03,161.18
-81.25,-12.75,-31.38,298.82
-81.25,12.75,-47.97,65.96
-2.75,-79.25,3.94,1280.64
67.75,128.75,-19.98,236.72
-67.75,128.75,-23.18,622.29
46.75,-84.75,4.54,861.14
46.75,84.75,-3.03,217.93
40.25,41.25,0.69,467.6
31.75,-115.25,23.09,96.29
31.75,115.25,15.74,1156.78
28.25,76.25,25.19,484.41
52.25,-68.25,-2.49,976.79
52.25,68.25,1.77,312.4
18.75,78.25,26.82,999.44
30.75,-99.75,17.89,593.42
30.75,99.75,1.11,633.74
65.25,-99.75,-11.99,197.88
65.25,99.75,-11.46,352.66
-84.75,-132.75,-26.2,61.8
66.75,-71.75,-10.56,302.32
-84.75,132.75,-46.69,51.83
-85.25,-45.25,-36.79,87.41
-85.25,45.25,-52.35,15.53
-6.75,-57.75,26.84,2296.33
59.75,146.25,-3.52,467.79
49.25,-122.75,10.5,1988.62
49.25,122.75,-0.7,491.11
-28.25,-67.75,12.38,189.67
28.25,67.75,27.24,195.52
-84.25,-80.75,-31.78,61.94
-84.25,80.75,-53.71,16.73
-87.75,-39.75,-45.75,18.41
-87.75,39.75,-49.69,9.68
2.75,28.25,23.14,1937.9
-2.75,28.25,20.43,2539.26
-11.75,-51.75,25.46,1726.96
-84.75,-107.75,-33.51,33.88
-85.25,-92.25,-39.19,30.73
-85.25,92.25,-52.06,17.14
-84.75,107.75,-51.48,25.6
43.25,22.25,11.18,614.37
-9.75,-38.75,24.48,481.17
42.75,82.75,-7.47,195.31
64.75,135.25,-17.77,264.2
56.25,-125.75,-4.67,515.43
75.75,100.25,-15.02,214.91
-75.75,100.25,-52.52,69.42
39.75,-96.75,12.04,820.35
39.75,96.75,1.68,75.29
48.75,-96.25,3.04,563.69
48.75,96.25,-5.25,199.05
10.75,107.75,26.87,1771.4
51.75,-94.25,0.86,578.55
51.75,94.25,-3.01,247.72
4.75,-64.25,22.85,2815.04
-4.75,-64.25,26.65,2480.67
75.25,-85.25,-15.93,205.26
-75.25,-85.25,-23.64,230.67
-75.25,85.25,-45.97,87.36
62.25,-127.75,-4.98,624.28
79.75,-61.25,-20.39,112
-79.75,61.25,-55.68,31.66
62.25,127.75,-10.78,252.38
30.75,24.75,19.94,84.99
-30.75,24.75,15.26,342.61
34.25,45.75,20.44,356.47
-79.25,-7.75,-32.36,345.92
-79.25,7.75,-48.72,129.76
57.25,-118.25,-2.05,447.12
57.25,118.25,-11.57,355.02
18.25,-7.25,30.2,107.21
18.25,7.25,29.37,118.8
28.25,-3.75,22.99,39.96
28.25,3.75,24.48,18.47
11.25,19.25,28.21,736.62
-11.25,19.25,20.42,1249.98
-89.25,-126.25,-48.77,9.27
-89.25,126.25,-49.54,8.95
17.25,-94.75,25.62,1520.29
17.25,94.75,25.26,2907.86
75.75,-30.25,-25.08,196.24
-75.75,30.25,-45.44,118.83
74.25,-21.75,-14.23,230.74
-74.25,21.75,-36.48,286.45
-13.75,-65.75,26.36,1637.58
80.75,-61.25,-19.74,111.02
80.75,61.25,-13.43,236.42
81.25,-18.25,-17,155.62
-81.25,-18.25,-29.52,307.82
-81.25,18.25,-49.95,47.02
69.25,-132.25,-10,152.57
69.25,132.25,-14.99,212.32
-69.25,132.25,-33.52,603.76
54.75,-111.75,1.17,468.77
54.75,111.75,-12.52,367.67
62.25,60.25,-2.17,509.87
-29.75,-65.75,21.05,425.97
29.75,65.75,23.6,145.75
41.75,-80.25,10.53,984.98
41.75,80.25,-4.56,137.41
-31.25,127.75,17.59,234.09
-76.25,-145.25,-23.67,461.71
-76.25,145.25,-34.21,207.37
50.25,51.75,6.55,236.45
3.25,-56.75,26.49,2033.06
-3.25,-56.75,27.93,2220.9
-9.25,-43.75,25.82,787.14
9.25,43.75,21.98,525.52
56.25,125.75,-8.9,593.51
54.75,156.75,-1.61,640.93
71.75,-40.25,-28.97,248.21
-71.75,40.25,-32.42,673.98
-85.75,-127.25,-42.68,36.6
-85.75,127.25,-49.09,35.13
-80.75,-100.25,-31.3,140.93
-80.75,100.25,-54.06,25.73
44.75,-69.25,6.3,1025.93
-44.75,-69.25,9.8,171.89
44.75,69.25,9.83,129.14
10.25,27.75,28.26,569.47
-10.25,27.75,18.9,1124.96
24.75,46.75,25.81,101.15
-24.75,46.75,18.59,1390.23
-77.25,69.25,-46.59,45.78
-79.25,-140.75,-23.24,251.16
-79.25,140.75,-36.22,127.19
68.75,174.25,-11.94,156.57
64.75,-123.25,-5.75,295.41
64.75,123.25,-10.21,297.79
-80.75,61.25,-56.8,27.27
-4.25,152.75,25.59,2329.02
9.25,-73.75,29.05,1947.24
-9.25,-73.75,25.89,1713.59
-28.75,-62.25,20.45,739.74
28.75,62.25,24.78,52.11
26.75,117.75,17.99,1721.72
-26.75,117.75,21.89,228.48
-20.25,145.25,22.31,632.71
14.25,76.25,25.07,551.42
41.25,126.75,2.37,870.73
29.25,42.25,23.11,134.41
4.25,34.75,28.69,508.06
-4.25,34.75,19.78,740.19
-74.25,145.25,-35.68,328.05
63.75,-153.25,-3,296.31
63.75,153.25,-10.51,303.47
66.25,-123.25,-6.43,270.54
66.25,123.25,-11.24,321.12
68.75,-97.75,-15.27,122.64
-19.75,-63.25,21.63,708.56
48.75,134.25,1.54,632.15
51.25,27.75,7.01,593.03
56.25,26.75,5.36,638.21
7.75,-6.25,25.8,1165.58
7.75,6.25,26.59,1223.27
27.25,-101.75,21.9,337.79
61.25,22.25,4.05,479.01
27.25,101.75,15.05,995.81
-16.75,-57.75,25.16,1228.44
-87.75,-64.75,-46.23,16.01
-87.75,64.75,-50.69,9.99
-77.25,-139.75,-27.92,423.24
-77.25,139.75,-39.89,130.55
53.75,-82.25,-2.82,529.05
53.75,82.25,1.91,375.72
9.75,38.75,14.57,1080.41
-9.75,38.75,25.28,914.64
74.25,-52.25,-18.94,210.32
-74.25,52.25,-40.82,330.41
-28.25,145.25,21.21,359.35
73.25,-24.75,-14.13,290.11
62.25,-110.75,-6.08,272.71
62.25,110.75,-7.61,330.37
36.25,-112.25,10.37,437.24
36.25,112.25,10.83,536.35
60.75,-72.75,-7.87,380.26
60.75,72.75,-2.03,516.36
41.75,9.25,13.59,1062.76
-83.25,-49.75,-28.37,183.34
-83.25,49.75,-54.29,20.53
-73.25,-8.75,-25.05,466.44
-73.25,8.75,-30.37,370.71
26.25,32.25,21.49,5.06
-26.25,32.25,22.85,750.69
0.25,32.75,21.31,1330.78
-0.25,32.75,21.85,1588.67
-82.25,-86.75,-27.79,132.37
-82.25,86.75,-54.46,20.88
76.25,-67.75,-14.78,128.14
76.25,67.75,-8.92,199.84
-76.25,67.75,-39.95,66.22
45.25,-98.75,6.57,517.03
-73.25,24.75,-34.88,314.37
-34.75,-55.75,16.78,1049.08
34.75,55.75,20.22,469.06
41.25,-110.25,4.28,292.13
41.25,110.25,2.77,316.48
50.25,30.75,7.89,626.59
75.75,-55.25,-16.56,150.31
-75.75,55.25,-43.84,110.17
37.25,-97.75,14.26,805.28
37.25,97.75,0.49,234.6
-84.25,-67.25,-27.06,98.55
-84.25,67.25,-53.97,16.78
69.75,120.25,-14.02,284.35
-69.75,120.25,-32.83,532.04
69.25,-148.25,-12.28,105.79
69.25,148.25,-14.17,206.74
-69.25,148.25,-22.26,599.02
34.75,-87.75,16.02,1365.45
-78.25,-0.25,-33.84,305.23
-78.25,0.25,-34.01,297.49
34.75,87.75,-7.77,207.81
45.25,98.75,-4.33,139.57
12.25,-7.25,27.71,911.56
12.25,7.25,25.77,783.32
26.25,110.25,15.44,1534.7
50.25,-116.75,0.5,724.41
50.25,116.75,-3.2,295.57
-14.75,-49.75,23.7,1641.43
-14.75,49.75,20,2242.26
-22.75,117.25,26.34,334.53
-73.25,-0.75,-27.15,409.82
-73.25,0.75,-28.55,396.09
-11.75,-62.75,26.71,1767.6
-34.25,21.75,17.89,422.95
-86.25,-19.75,-43.55,47.12
40.75,-7.75,13.28,1167.98
70.75,-108.75,-13.81,151.92
70.75,108.75,-16.34,220.73
-70.75,108.75,-33.47,400.1
65.25,-51.25,-2.81,548.02
65.25,51.25,-1.88,546.02
-81.25,-146.75,-21,225.65
-81.25,146.75,-34.15,183.48
34.75,10.75,19.05,228.92
-82.75,-21.75,-31.71,223.78
-82.75,21.75,-48.74,32.49
25.25,94.75,14.5,1710.53
-22.75,137.25,23.59,269.62
22.25,30.75,25.9,2.64
-22.25,30.75,23.79,363.61
38.25,-0.75,17.98,302.28
54.75,35.25,4.94,651.98
-22.75,-49.25,20.87,1263.88
22.75,49.25,27.51,69.89
66.75,58.75,-4.89,444.96
-85.25,-48.25,-36.6,82.9
-85.25,48.25,-52.56,15.14
-31.25,-56.25,17.44,1353.74
31.25,56.25,15.64,107.18
-86.75,-91.25,-40.78,19.68
-86.75,91.25,-50.73,14
-17.25,-48.25,22.89,1648.11
17.25,48.25,27.18,88.57
-17.75,46.75,22.55,1552.83
48.25,-0.75,10.89,829.22
48.25,0.75,10.35,709.93
62.25,-100.75,-8.73,296.49
62.25,100.75,-7.88,392.77
-20.25,-43.75,20.56,1513.62
20.25,43.75,27.06,168.54
77.75,-25.25,-19.69,153.68
-77.75,-25.25,-26.54,364.29
-77.75,25.25,-51.23,77.24
34.25,73.75,16.04,1147.35
67.75,-65.25,-10.75,275.59
67.75,65.25,-6.05,541.6
-67.75,65.25,-13.34,415.36
-30.75,-54.25,18.66,1392.32
30.75,54.25,17.31,112.34
75.75,-23.75,-18.85,185.91
-75.75,23.75,-42.47,157.45
25.25,34.25,21.72,44.88
-89.75,-10.75,-49,6.55
-89.75,10.75,-49.1,6.44
41.75,-102.25,9.04,448.52
41.75,102.25,9.16,44.76
63.25,57.75,-2.56,597.76
-82.75,-145.75,-21.16,181.11
-87.75,-79.75,-45.96,14.76
-87.75,79.75,-50.67,11.05
-82.75,145.75,-37.43,156.85
-32.75,24.75,17.24,273.03
18.75,78.75,27.3,959.66
-21.25,143.25,24.71,454.83
64.75,-68.25,-10.81,409.95
64.75,68.25,-4.34,501.8
2.25,14.25,23.76,1578.36
-2.25,14.25,22.98,2081.38
27.25,44.75,24.7,174.58
39.75,-74.25,11.84,1147.84
39.75,74.25,2.21,196.11
40.75,124.25,7.43,1009.87
-14.75,-46.25,22.43,1203.92
14.75,46.25,23.56,254.74
-87.25,-177.75,-48.26,39.02
-17.25,48.25,19.87,1480.02
77.75,-42.75,-29.88,116.83
-77.75,42.75,-55.16,63.88
52.25,30.25,6.84,625.22
65.75,24.75,1.45,517.99
58.25,92.75,-1.33,445.34
63.75,163.25,-12.57,307.12
-33.75,136.25,17.17,355.6
18.75,-14.75,28.21,99.22
18.75,14.75,27.67,18.5
-18.75,14.75,22.08,304.15
66.75,31.75,0.26,530.87
20.25,-1.75,29.3,46.18
20.25,1.75,28.05,84.25
19.25,-5.75,29.29,61.4
19.25,5.75,28.66,108.56
-27.75,147.25,20.48,463.59
-87.75,-139.25,-46.55,22.25
-87.75,139.25,-50.04,20.49
46.75,-113.25,2.9,259.96
46.75,113.25,0.53,187.6
-87.25,177.75,-48.63,38.92
-4.75,103.75,22.02,2606.77
-36.75,-58.75,14.81,891.65
36.75,58.75,11.52,268.64
69.25,-103.25,-14.23,146.54
69.25,103.25,-12.4,262.77
-69.25,103.25,-29.32,471.37
43.75,-71.25,5.36,1189.35
-43.75,-71.25,7.03,877.48
36.25,45.75,11.07,762.34
43.75,71.25,10.28,220.79
4.75,28.25,24.82,1505.78
-4.75,28.25,25.35,1325.65
5.75,25.75,25.49,1466.39
-5.75,25.75,25.45,1398.46
-73.75,155.25,-30.23,376.65
42.75,-97.25,9.25,630.6
42.75,97.25,8.02,71.98
-22.25,135.25,23,308.56
-87.75,-111.25,-46.54,15.06
-87.75,111.25,-50.43,13.47
1.25,13.25,24.35,1599.51
-1.25,13.25,24.27,1841.5
24.75,33.75,23.88,4.83
-24.75,33.75,23.82,731.68
32.25,46.25,23.96,135.51
-74.25,-99.25,-20.43,624.49
74.25,99.25,-14.85,286.68
-74.25,99.25,-49.03,112.9
80.25,-94.25,-20.21,91.72
-80.25,-94.25,-31.33,175.45
6.75,21.25,24.75,1427.53
-6.75,21.25,24.97,1392.73
80.25,94.25,-16.77,147.6
-80.25,94.25,-54.31,24.59
55.75,-90.25,-3.55,475.59
55.75,90.25,0.17,433.89
66.25,-95.25,-13.61,214.45
66.25,95.25,-12.36,463.42
-83.75,-159.75,-22.32,249.45
-83.75,159.75,-37.12,193.52
-72.75,-78.25,-18.94,467.1
-28.75,-66.25,16.37,424.41
28.75,66.25,16.07,153.63
-85.75,-18.75,-42.5,63
-85.75,18.75,-48.05,23.17
22.75,78.25,25.94,1327.5
-16.75,-61.25,25.64,1119.42
56.25,-111.25,-1.28,508.27
56.25,111.25,-12.56,284.79
66.75,-147.75,-4.76,199.48
-13.25,16.75,19.91,1108.29
3.25,115.25,16.29,3624.61
-3.25,115.25,26.41,2174.26
15.25,25.75,25.69,314.51
-15.25,25.75,20.6,834.53
-77.25,72.25,-46.85,43.62
17.25,-98.75,21.47,907.07
17.25,98.75,26.34,1422.52
58.25,41.25,3.43,610.38
35.25,-106.75,12.68,245.1
35.25,106.75,10.66,580.27
73.75,-47.75,-22.17,219.9
60.75,51.75,0.63,564.79
-72.75,78.25,-28.73,184.94
30.25,36.25,18.78,50.68
3.25,31.75,25.6,1111.89
-3.25,31.75,22.2,1011.57
-89.75,-104.75,-48.98,7.12
-89.75,104.75,-49.37,6.84
1.75,15.75,24.98,1608.43
-1.75,15.75,25.43,1763.16
-86.25,19.75,-48.49,19.9
22.25,77.75,25.18,1125.29
45.25,-75.25,6.1,949.92
45.25,75.25,7.94,138.39
61.75,31.25,3.23,645.81
50.75,-92.75,1.4,664.32
50.75,92.75,-3.6,190.31
-74.25,-1.75,-32.43,413.39
-74.25,1.75,-30.39,387.65
67.25,-116.25,-11.47,222.54
-83.25,-20.25,-33.29,186.1
-83.25,20.25,-48.14,33.1
67.25,116.25,-13.11,283.81
-67.25,116.25,-15.02,556.16
-29.75,-71.25,13.25,96.44
29.75,71.25,25.7,168.1
-36.75,-60.75,14.79,917.87
36.75,60.75,17.33,181.06
72.75,-47.25,-22.42,223.64
41.75,45.25,10.22,600.25
-72.75,47.25,-37.93,610.25
27.75,95.75,23.17,2568.02
-37.75,147.75,14.18,699.61
60.75,84.25,-3.22,583.47
24.25,20.75,23.67,7.69
-24.25,20.75,22.28,271.21
54.25,-123.25,3.06,570.74
-82.75,-118.25,-25.44,54.02
38.25,39.25,11.61,508.44
-82.75,118.25,-50.13,35.82
54.25,123.25,-4.37,437.51
80.75,-71.75,-24.87,112.54
-80.75,71.75,-56.23,25.52
-86.25,-143.25,-39.06,48.77
-86.25,143.25,-48.32,43.04
7.25,16.25,25.62,1186.17
-7.25,16.25,23.18,1442.2
41.75,26.25,13.33,552.49
-80.75,-123.25,-26.12,62.67
-75.25,-70.75,-27.39,346.61
-75.25,70.75,-31.79,83.86
-80.75,123.25,-50.58,40.82
59.75,-76.25,-6.45,439.71
59.75,76.25,-1.42,490.55
-71.75,161.75,-21.7,455.71
24.75,30.75,22.44,4.53
-24.75,30.75,15.75,925.78
45.25,-107.25,7.41,374.53
45.25,107.25,3.38,149.04
21.75,81.75,27.04,1095.52
-8.25,117.75,25.23,3037.06
-43.75,171.25,8.67,823
-32.25,137.75,19.04,303.46
55.25,-106.25,-0.58,467.31
71.75,-42.25,-27.47,217.61
-71.75,42.25,-33.8,699.52
71.75,-45.25,-24,225.16
-71.75,45.25,-35.78,707.51
67.25,-156.75,-7.74,329.67
67.25,156.75,-11.58,228.6
-77.75,-126.25,-28.08,236.52
-77.75,126.25,-50.17,39.39
-19.75,141.25,26.24,530.97
30.25,-82.25,20.16,1344.74
30.25,82.25,-2.41,709.96
36.25,-111.75,11.07,361.43
36.25,111.75,12.74,513.7
77.75,-78.75,-17.28,150.93
-77.75,-78.75,-20.81,240.66
-77.75,78.75,-49.2,40.62
-86.75,-97.75,-41.83,19.9
-86.75,97.75,-50.71,14.68
53.75,-86.25,-2.93,525.21
53.75,86.25,0.78,491.92
82.25,-68.25,-19.67,132.51
45.75,51.25,10.38,147.4
68.75,97.75,-16.12,308.04
-68.75,97.75,-31.14,552.02
18.75,-5.75,29.46,70.71
18.75,5.75,29.18,132.81
-7.25,146.25,15.76,1894.81
46.75,31.25,9.87,399.23
-11.75,-64.25,26.1,1604.25
-4.75,-45.75,25.29,1329.3
-78.25,-10.25,-30.98,368.04
-78.25,10.25,-45.9,149.71
23.25,80.25,24.55,1321.39
63.75,76.25,-4.81,509.61
51.25,133.25,-5.33,677.54
-83.25,-101.75,-31.53,58.62
-83.25,101.75,-52.62,22.7
-36.75,-67.75,14.67,554.64
36.75,67.75,17.15,218.59
72.75,-35.75,-28.23,285.08
-72.75,35.75,-34.52,480.58
-77.75,-104.25,-25.95,366.43
67.25,-39.75,-14.68,855.9
67.25,39.75,-2.06,421.39
55.25,106.25,-6.49,363.86
69.75,-67.25,-9.3,231.09
-69.75,-67.25,-11.54,409.27
12.75,25.25,26.76,355.14
-12.75,25.25,20.83,1227.55
69.75,67.25,-8.31,281.22
-69.75,67.25,-17.29,341.82
-71.75,156.75,-28.21,536.33
-8.75,140.75,26.49,1509.07
-3.25,-44.75,26.43,1574.28
-88.25,-37.25,-46.84,13.47
-88.25,37.25,-49.39,8.83
3.25,44.75,27.3,489.55
71.75,-51.75,-8.36,219.85
71.75,51.75,-3.18,440.43
-71.75,51.75,-35.77,732.03
63.25,23.75,2.89,518.42
-85.25,-28.25,-39.17,97.28
-85.25,28.25,-49.17,20.82
-82.25,-68.25,-22.02,185.15
-82.25,68.25,-56.33,21.46
68.75,20.25,-3.67,435.52
20.25,25.75,24.11,21.02
-20.25,25.75,24.62,404.75
21.25,-102.75,20.08,804.88
21.25,102.75,21.65,1807.98
-89.25,-158.75,-49.23,10.25
-89.25,158.75,-49.9,10.25
40.25,36.25,12.54,427.02
-75.25,150.25,-31.29,262.1
41.25,36.75,14.82,928.8
-84.75,-169.75,-27.54,171.2
-84.75,169.75,-33.06,147.07
81.25,-51.75,-22.82,127.82
-81.25,51.75,-56.46,26.69
65.75,-18.75,-1.8,580.14
65.75,18.75,-0.3,514.94
61.25,31.25,4.74,626.73
34.75,132.25,12.02,1832.77
70.25,-160.75,-11.1,136.64
36.25,-82.75,13.31,1115.44
36.25,82.75,-10.19,49.54
-18.75,123.75,26.65,618.19
49.25,125.75,0.42,520.62
47.75,-123.25,3.42,1220.87
47.75,123.25,2.32,473.61
44.25,46.25,12.08,246.35
-86.25,-120.25,-40.09,27.27
-86.25,120.25,-50.08,26.4
58.25,-124.75,-10.22,577.56
58.25,124.75,-6.53,645.5
54.75,47.75,3.92,476.91
29.25,15.25,21.01,40.82
-31.25,121.75,18.62,275.19
70.25,-109.25,-14.23,138.24
70.25,109.25,-16.63,233.99
-70.25,109.25,-31.13,403.37
48.25,124.75,0.65,599.17
12.75,25.75,27.4,298.54
-12.75,25.75,20.07,1224.65
60.75,-139.25,-9.86,663.15
-77.75,104.25,-54.83,48.24
-36.75,145.25,14.68,561.97
49.75,2.25,9.83,667.73
-89.25,-32.75,-48.09,8.26
-89.25,32.75,-48.93,7.25
26.25,31.25,21.82,8.29
-26.25,31.25,17.8,1092.65
28.25,-2.25,24.22,27.54
28.25,2.25,23.84,16.65
43.25,-7.25,11.16,1185.2
63.75,-152.25,-2.95,284.77
63.75,152.25,-10.79,306.57
67.75,-124.25,-8.36,213.51
57.75,87.75,-0.77,428.38
67.75,124.25,-11.97,297.14
-67.75,124.25,-23.89,609.1
54.25,134.25,-5.1,564.41
-77.25,-145.25,-22.13,419.61
-77.25,145.25,-33.37,185.39
71.75,124.75,-14.58,260.85
-71.75,124.75,-45.75,512.27
60.75,139.25,-17.7,398.3
13.75,-4.75,28.57,580.1
13.75,4.75,28.35,531.78
30.75,40.75,22.18,39.11
63.75,163.75,-11.76,316.16
44.25,142.25,5.78,1113.96
-1.75,137.25,29.65,2709.16
0.75,-78.25,23.8,1133.47
-0.75,-78.25,9.64,1040.2
-87.25,-80.75,-43.99,17.22
-87.25,80.75,-50.7,12.25
-20.25,-50.25,22.12,1256.31
-84.25,-49.75,-32.61,126.86
-84.25,49.75,-53.4,17.91
20.25,50.25,29.53,61.87
-88.25,-123.75,-48.3,13.67
-88.25,123.75,-50.16,12.97
26.25,74.25,26.09,429.1
21.25,29.75,25.82,7.21
-21.25,29.75,21.54,434.13
76.25,-52.25,-19.55,143.45
9.75,34.25,26.68,1085.67
-9.75,34.25,22.64,1371.25
35.75,-88.75,15.28,1359.66
35.75,88.75,-9.5,76.82
